Unnamed: 0,passResult,offenseFormation,personnelO,personnelD,defendersInBox,dropBackType,pff_playAction,pff_passCoverage,pff_passCoverageType,playDirection
183,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",4.0,DESIGNED_ROLLOUT_RIGHT,0,Quarters,Zone,right
184,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,1,Quarters,Zone,right
185,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,,1,Cover-3,Zone,left
186,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Red Zone,Other,left
187,IN,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
188,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
189,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
190,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
191,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
192,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
193,C,EMPTY,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,SCRAMBLE,0,Cover-3,Zone,left
194,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",4.0,TRADITIONAL,0,Cover-3,Zone,left
195,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
196,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,1,Cover-1,Man,left
197,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Quarters,Zone,left
198,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
199,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,,0,Quarters,Zone,right
200,S,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,1,Cover-2,Zone,left
201,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,SCRAMBLE,1,Cover-1,Man,left
202,C,EMPTY,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-2,Zone,left
203,C,PISTOL,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",4.0,TRADITIONAL,0,Quarters,Zone,left
204,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
205,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
206,S,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
207,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
208,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
209,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
210,R,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,SCRAMBLE,1,Cover-1,Man,right
211,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,right
212,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-2,Zone,left
213,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
214,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
215,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,1,Quarters,Zone,left
216,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-0,Man,right
217,I,SINGLEBACK,"2 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",8.0,SCRAMBLE,1,Red Zone,Other,right
218,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
219,C,I_FORM,"2 RB, 2 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Quarters,Zone,right
220,R,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,SCRAMBLE_ROLLOUT_LEFT,1,Cover-3,Zone,left
221,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",4.0,TRADITIONAL,0,Cover-1,Man,right
222,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
223,C,EMPTY,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",5.0,TRADITIONAL,0,Cover-2,Zone,left
224,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Cover-3,Zone,right
225,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 4 LB, 4 DB",7.0,,0,Quarters,Zone,right
226,R,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Cover-1,Man,right
227,C,SHOTGUN,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
228,R,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,SCRAMBLE,1,Cover-3,Zone,right
229,IN,SINGLEBACK,"6 OL, 1 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,,1,Cover-3,Zone,left
230,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
231,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,1,Cover-3,Zone,right
232,S,SINGLEBACK,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,1,Cover-1,Man,right
233,R,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,1,Cover-3,Zone,left
234,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",4.0,TRADITIONAL,0,Cover-6,Zone,left
235,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,right
236,I,EMPTY,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
237,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","5 DL, 2 LB, 4 DB",6.0,TRADITIONAL,1,Cover-3,Zone,right
238,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
239,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-2,Zone,right
240,C,SINGLEBACK,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-6,Zone,right
241,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
242,IN,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
243,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",8.0,TRADITIONAL,0,Cover-3,Zone,left
244,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,DESIGNED_ROLLOUT_LEFT,1,Cover-6,Zone,right
245,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
246,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
247,S,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Cover-6,Zone,right
248,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,SCRAMBLE,0,Cover-3,Zone,left
249,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
250,R,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE_ROLLOUT_RIGHT,1,Cover-2,Zone,right
251,R,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,SCRAMBLE,0,Cover-3,Zone,right
252,C,SHOTGUN,"1 RB, 3 TE, 1 WR","4 DL, 4 LB, 3 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
253,R,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,SCRAMBLE,0,Cover-1,Man,right
254,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,DESIGNED_ROLLOUT_LEFT,1,Cover-6,Zone,left
255,S,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,DESIGNED_ROLLOUT_LEFT,1,Cover-1,Man,left
256,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
257,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Red Zone,Other,right
258,I,SHOTGUN,"1 RB, 1 TE, 3 WR","0 DL, 5 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
259,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
260,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
261,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,DESIGNED_ROLLOUT_LEFT,1,Cover-3,Zone,left
262,C,EMPTY,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
263,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
264,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Quarters,Zone,left
265,C,I_FORM,"2 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
266,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
267,I,SHOTGUN,"1 RB, 0 TE, 4 WR","0 DL, 5 LB, 6 DB",5.0,SCRAMBLE,0,Cover-3,Zone,left
268,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
269,C,SHOTGUN,"3 RB, 0 TE, 2 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
270,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
271,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,left
272,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,1,Cover-2,Zone,left
273,C,SHOTGUN,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",8.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,right
274,C,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",5.0,,0,Cover-3,Zone,left
275,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
276,C,I_FORM,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,SCRAMBLE,1,Cover-1,Man,right
277,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
278,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
279,R,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,SCRAMBLE,0,Cover-1,Man,right
280,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-2,Zone,right
281,I,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
282,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,2-Man,Man,right
283,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
284,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,TRADITIONAL,0,Cover-3,Zone,left
285,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,1,Cover-2,Zone,left
286,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Cover-2,Zone,left
287,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
288,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
289,C,EMPTY,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",4.0,TRADITIONAL,0,Cover-2,Zone,left
290,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-2,Zone,right
291,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",4.0,SCRAMBLE,0,Cover-2,Zone,left
292,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,1,Cover-3,Zone,left
293,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Bracket,Other,left
294,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-1,Man,left
295,C,PISTOL,"2 RB, 0 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
296,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
297,C,PISTOL,"1 RB, 1 TE, 3 WR","5 DL, 1 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
298,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
299,I,SINGLEBACK,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-2,Zone,right
300,C,PISTOL,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Quarters,Zone,left
301,C,PISTOL,"6 OL, 2 RB, 1 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
302,C,I_FORM,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",6.0,TRADITIONAL,1,Cover-1,Man,left
303,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
304,I,SHOTGUN,"1 RB, 0 TE, 4 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
305,I,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
306,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
307,C,SINGLEBACK,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-2,Zone,right
308,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
309,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
310,C,SHOTGUN,"1 RB, 0 TE, 4 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
311,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-2,Zone,right
312,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
313,I,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
314,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",7.0,TRADITIONAL,0,Cover-6,Zone,left
315,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,SCRAMBLE,0,Cover-6,Zone,left
316,I,SHOTGUN,"1 RB, 0 TE, 4 WR","1 DL, 5 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
317,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",4.0,TRADITIONAL,0,Cover-3,Zone,right
318,S,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-6,Zone,right
319,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-6,Zone,left
320,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
321,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",8.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-1,Man,left
322,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
323,S,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
324,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
325,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,2-Man,Man,right
326,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
327,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-2,Zone,right
328,C,SHOTGUN,"1 RB, 0 TE, 4 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
329,C,SHOTGUN,"2 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
330,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Quarters,Zone,right
331,C,EMPTY,"1 RB, 0 TE, 4 WR","4 DL, 2 LB, 5 DB",4.0,TRADITIONAL,0,Cover-2,Zone,left
332,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,SCRAMBLE,0,Cover-2,Zone,right
333,C,PISTOL,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
334,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-2,Zone,right
335,C,I_FORM,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",9.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-0,Man,left
336,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
337,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
338,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
339,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",8.0,TRADITIONAL,1,Cover-3,Zone,right
340,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,,0,Cover-1,Man,left
341,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
342,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,,0,Cover-1,Man,right
343,I,I_FORM,"2 RB, 2 TE, 1 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,0,Cover-1,Man,right
344,IN,EMPTY,"1 RB, 0 TE, 4 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
345,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,0,Cover-1,Man,left
346,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
347,I,JUMBO,"6 OL, 1 RB, 3 TE, 0 WR","5 DL, 3 LB, 3 DB",11.0,SCRAMBLE_ROLLOUT_RIGHT,1,Goal Line,Other,left
348,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",5.0,,0,Cover-6,Zone,right
349,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
350,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
351,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
352,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
353,S,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-0,Man,left
354,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
355,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
356,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
357,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
358,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Red Zone,Other,right
359,C,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
360,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,1,Cover-1,Man,right
361,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,1,Cover-3,Zone,right
362,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
363,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-6,Zone,left
364,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
365,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
366,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
367,R,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,SCRAMBLE,0,Red Zone,Other,left
368,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",7.0,SCRAMBLE,0,Cover-3,Zone,right
369,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
370,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
